rte_consumption_scenario,rte_production_scenario,ssp_scenario,iam_model,iam_scenario,gmst,lcia_method,impact,impact_unit,year,value
reference,n03,SSP1,image,SSP1-VLLO,<1.5,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2031,17428152094
reference,n03,SSP1,image,SSP1-VLLO,<1.5,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2032,16247955433
reference,n03,SSP1,image,SSP1-VLLO,<1.5,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2033,15035361984
reference,n03,SSP1,image,SSP1-VLLO,<1.5,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2034,13790371744
reference,n03,SSP1,image,SSP1-VLLO,<1.5,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2035,12512984715
reference,n03,SSP1,image,SSP1-VLLO,<1.5,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2036,11203200896
reference,n03,SSP1,image,SSP1-VLLO,<1.5,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2037,9861020288
reference,n03,SSP1,image,SSP1-VLLO,<1.5,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2038,8486442889
reference,n03,SSP1,image,SSP1-VLLO,<1.5,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2039,7079468702
reference,n03,SSP1,image,SSP1-VLLO,<1.5,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2040,5640097724
reference,n03,SSP1,image,SSP1-VLLO,<1.5,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2041,5656870800
reference,n03,SSP1,image,SSP1-VLLO,<1.5,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2042,5671993299
reference,n03,SSP1,image,SSP1-VLLO,<1.5,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2043,5685465221
reference,n03,SSP1,image,SSP1-VLLO,<1.5,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2044,5697286566
reference,n03,SSP1,image,SSP1-VLLO,<1.5,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2045,5707457333
reference,n03,SSP1,image,SSP1-VLLO,<1.5,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2046,5715977522
reference,n03,SSP1,image,SSP1-VLLO,<1.5,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2047,5722847135
reference,n03,SSP1,image,SSP1-VLLO,<1.5,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2048,5728066170
reference,n03,SSP1,image,SSP1-VLLO,<1.5,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2049,5731634627
reference,n03,SSP1,image,SSP1-VLLO,<1.5,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2050,5733552508
reference,n03,SSP1,image,SSP1-VLLO,<1.5,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2051,5665308293
reference,n03,SSP1,image,SSP1-VLLO,<1.5,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2052,5597064078
reference,n03,SSP1,image,SSP1-VLLO,<1.5,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2053,5528819863
reference,n03,SSP1,image,SSP1-VLLO,<1.5,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2054,5460575648
reference,n03,SSP1,image,SSP1-VLLO,<1.5,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2055,5392331433
reference,n03,SSP1,image,SSP1-VLLO,<1.5,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2056,5324087218
reference,n03,SSP1,image,SSP1-VLLO,<1.5,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2057,5255843003
reference,n03,SSP1,image,SSP1-VLLO,<1.5,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2058,5187598788
reference,n03,SSP1,image,SSP1-VLLO,<1.5,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2059,5119354573
reference,n03,SSP1,image,SSP1-VLLO,<1.5,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2060,5051110358
reference,m0,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2026,25467289545
reference,m0,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2027,24431570476
reference,m0,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2028,23381770406
reference,m0,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2029,22317889336
reference,m0,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2030,21239927265
reference,m0,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2031,20350325116
reference,m0,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2032,19422841751
reference,m0,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2033,18457477169
reference,m0,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2034,17454231372
reference,m0,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2035,16413104360
reference,m0,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2036,15334096131
reference,m0,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2037,14217206687
reference,m0,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2038,13062436027
reference,m0,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2039,11869784151
reference,m0,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2040,10639251059
reference,m0,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2041,10899702372
reference,m0,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2042,11162443774
reference,m0,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2043,11427475265
reference,m0,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2044,11694796844
reference,m0,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2045,11964408512
reference,m0,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2046,12236310269
reference,m0,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2047,12510502114
reference,m0,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2048,12786984048
reference,m0,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2049,13065756071
reference,m0,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2050,13346818182
reference,m0,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2051,13427968571
reference,m0,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2052,13509206879
reference,m0,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2053,13590533106
reference,m0,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2054,13671947253
reference,m0,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2055,13753449319
reference,m0,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2056,13835039304
reference,m0,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2057,13916717208
reference,m0,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2058,13998483032
reference,m0,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2059,14080336776
reference,m0,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2060,14162278438
reference,n03,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2026,23773205700
reference,n03,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2027,22506802061
reference,n03,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2028,21223594569
reference,n03,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2029,19923583224
reference,n03,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2030,18606768027
reference,n03,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2031,17605324592
reference,n03,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2032,16574936445
reference,n03,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2033,15515603585
reference,n03,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2034,14427326014
reference,n03,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2035,13310103730
reference,n03,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2036,12163936734
reference,n03,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2037,10988825025
reference,n03,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2038,9784768605
reference,n03,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2039,8551767472
reference,n03,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2040,7289821627
reference,n03,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2041,7392087274
reference,n03,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2042,7494406686
reference,n03,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2043,7596779864
reference,n03,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2044,7699206807
reference,n03,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2045,7801687516
reference,n03,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2046,7904221991
reference,n03,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2047,8006810231
reference,n03,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2048,8109452238
reference,n03,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2049,8212148009
reference,n03,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2050,8314897547
reference,n03,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2051,8317120525
reference,n03,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2052,8319343502
reference,n03,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2053,8321566480
reference,n03,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2054,8323789458
reference,n03,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2055,8326012435
reference,n03,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2056,8328235413
reference,n03,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2057,8330458391
reference,n03,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2058,8332681368
reference,n03,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2059,8334904346
reference,n03,SSP2,image,SSP2-L,1.5-1.7,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2060,8337127324
reference,m0,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2026,25489615737
reference,m0,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2027,24476489153
reference,m0,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2028,23449547863
reference,m0,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2029,22408791866
reference,m0,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2030,21354221162
reference,m0,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2031,20566389648
reference,m0,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2032,19743772076
reference,m0,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2033,18886368444
reference,m0,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2034,17994178753
reference,m0,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2035,17067203003
reference,m0,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2036,16105441194
reference,m0,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2037,15108893325
reference,m0,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2038,14077559398
reference,m0,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2039,13011439412
reference,m0,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2040,11910533366
reference,m0,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2041,12120617247
reference,m0,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2042,12330291948
reference,m0,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2043,12539557471
reference,m0,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2044,12748413814
reference,m0,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2045,12956860978
reference,m0,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2046,13164898963
reference,m0,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2047,13372527769
reference,m0,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2048,13579747396
reference,m0,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2049,13786557844
reference,m0,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2050,13992959112
reference,m0,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2051,13988311601
reference,m0,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2052,13983648380
reference,m0,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2053,13978969451
reference,m0,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2054,13974274813
reference,m0,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2055,13969564465
reference,m0,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2056,13964838409
reference,m0,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2057,13960096644
reference,m0,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2058,13955339170
reference,m0,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2059,13950565988
reference,m0,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2060,13945777096
reference,n03,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2026,23794571064
reference,n03,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2027,22549789121
reference,n03,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2028,21288459656
reference,n03,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2029,20010582670
reference,n03,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2030,18716158162
reference,n03,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2031,17776532729
reference,n03,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2032,16809393406
reference,n03,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2033,15814740192
reference,n03,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2034,14792573087
reference,n03,SSP2,image,SSP2-M,2.8-3.0,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,2035,13742892092
